#,ID,String,Message type,Supports special tags
#Category name,,,,
#,,,,
SALVAGE_DEADBODY,-513,It is protected by a mysterious power.,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,-514,It is protected by a mysterious power.,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,-528,It is protected by a mysterious power.,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,-526,It cannot be stolen from party members.,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,-519,The soul is about to revive ...,SYSTEM_NOTIFY,
SALVAGE_DEADBODY,-507,No more corpses can be recovered.,SYSTEM_NOTIFY,
SALVAGE_SELFBODY,0,The corpse fell on the spot as it returned to the soul.,SYSTEM_IMPORTANCE,
SALVAGE_SELFBODY,1,The corpse was abandoned in %s .,SYSTEM_IMPORTANCE,
SALVAGE_SELFBODY,2,%1%s carried the corpse of %2%s to the temple.,SYSTEM_IMPORTANCE,
SALVAGE_SELFBODY,3,"As %s logged out"","" the corpse fell into place and returned to the soul.",SYSTEM_IMPORTANCE,
SALVAGE_SELFBODY,4,,SYSTEM_IMPORTANCE,
SALVAGE_SELFBODY,5,The corpse fell on the spot because the %s line was disconnected.,SYSTEM_IMPORTANCE,
RAISESCALE,0,You can't use the soul balance because someone is fishing your corpse.,SYSTEM_NOTIFY,
RAISESCALE,GENERIC,An error has occurred,SYSTEM_NOTIFY,
RAISESCALE,-554,There are no items in the Resuscitation Royal Shop.,SYSTEM_IMPORTANCE,
RAISESCALE,-553,I don't have enough money.,SYSTEM_NOTIFY,
RAISESCALE,-700,I don't have enough money.,SYSTEM_NOTIFY,
RAISESCALE,-552,There are no items.,SYSTEM_NOTIFY,
RAISESCALE,-551,I have already opened the balance of my soul.,SYSTEM_NOTIFY,
RAISESCALE,-204,This item has already been dedicated.,SYSTEM_NOTIFY,
RAISESCALE,-208,Cursed equipment that the corpse is equipped with cannot be dedicated.,SYSTEM_NOTIFY,
RAISESCALE,-214,Unidentified items cannot be dedicated.,SYSTEM_NOTIFY,
RAISESCALE,-212,Items that cannot be destroyed cannot be dedicated.,SYSTEM_NOTIFY,
RAISESCALE,-242,Items on sale at the stall cannot be dedicated.,SYSTEM_NOTIFY,
#Training related log,,,,
SHOP_FORGE,-1100,An item that cannot be used for training!,SYSTEM_WARNING,
SHOP_FORGE,-1101,You can't train any more.,SYSTEM_WARNING,
SHOP_FORGE,-1102,Items that are equipped cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,-1103,No equipment has been set.,SYSTEM_WARNING,
SHOP_FORGE,-1104,No wrought stone has been set.,SYSTEM_WARNING,
SHOP_FORGE,-1105,The wrought stone slot is incorrect.,SYSTEM_WARNING,
SHOP_FORGE,-1106,The type of wrought stone is different.,SYSTEM_WARNING,
SHOP_FORGE,-1107,The wrought stone has already been set.,SYSTEM_WARNING,
SHOP_FORGE,-1108,Not in a disciplined state.,SYSTEM_WARNING,
SHOP_FORGE,-1109,Unidentified items cannot be set.,SYSTEM_WARNING,
SHOP_FORGE,-231,Unidentified items cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,10,Set a wrought stone here.,SYSTEM_WARNING,
SHOP_FORGE,11,Please set a protective stone here.,SYSTEM_WARNING,
#Special training related log,,,,
SHOP_FORGE_SP,-1100,An item that cannot be used for special training!,SYSTEM_WARNING,
SHOP_FORGE_SP,-1101,No more special training is possible.,SYSTEM_WARNING,
SHOP_FORGE_SP,-1102,Items that are equipped cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-1103,The equipment to be optimized is not set.,SYSTEM_WARNING,
SHOP_FORGE_SP,-1104,The material is not set.,SYSTEM_WARNING,
SHOP_FORGE_SP,-1105,The material slot is invalid.,SYSTEM_WARNING,
SHOP_FORGE_SP,-1106,The type of material is different.,SYSTEM_WARNING,
SHOP_FORGE_SP,-1107,The material is already set.,SYSTEM_WARNING,
SHOP_FORGE_SP,-1108,It is not in a special training state.,SYSTEM_WARNING,
SHOP_FORGE_SP,-1109,Unidentified items cannot be set.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4200,Special training is not possible.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4201,This item cannot be set for special training.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4202,The special training value is the maximum.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4203,Equipment with a soul rank of 4 or less cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4204,Items that are equipped cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4205,The equipment to be optimized is not set.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4206,The material is not set.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4207,Set the material to be a common material or the same item as the equipment to be optimized.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4208,The item has already been set.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4209,The material slot is invalid.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4210,Items that are equipped cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4211,It is a specially trained material.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4212,Equipment with a minimum equipment level of 1 or less cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-4213,Equipment with grade 4 or lower cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-231,Unidentified items cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,10,Please set the material here.,SYSTEM_WARNING,
#Mysterious log,,,,
SHOP_FORGE_SECRETART,-1100,"In the following cases"","" arcane techniques cannot be performed. \n \n ・ The equipment is damaged. \n ・ You are short of money. \n -No equipment is specified. \n -The arcane stone is not specified. \n -The arcane stone and equipment grades are not correct.",SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1101,I can't do any more arcane techniques.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1102,Items that are equipped cannot be arcane.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1103,No equipment has been set.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1104,The material is not set.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1105,The material slot is invalid.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1106,The type of material is different.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1107,The material is already set.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1108,I'm not in an arcane state.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-1109,Unidentified items cannot be set.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-4600,I'm not in an arcane state.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-4601,This item cannot be set.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-4602,Items that are equipped cannot be arcane.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-4603,Equipment is not set.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-4604,The arcane stone is not set.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-4605,The arcane stone and equipment grades do not match.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-4606,This item cannot be set.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-4607,The equipment is damaged and cannot be used as a secret technique.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-231,Unidentified items cannot be arcane.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,10,Please set the material here.,SYSTEM_WARNING,
#Equipment customization related log,,,,
SHOP_FORGE_ENCHANT,-5201,The enchantment condition is not met.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5202,The enchantment cost is not enough.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5203,The same scroll cannot be duplicated.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5204,The sub-enchantment has reached the maximum value.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5205,This scroll is not available for base enchantments.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5206,This scroll is not available for sub-enchantments.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5207,Weapon effect enchantments are not possible.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5208,It cannot be deleted because the enchantment does not exist.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5209,The equipment is already set.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5210,That scroll is already set.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5211,The support item is already set.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-5212,Support items cannot be set when deleting.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,10,Please set scroll items here.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,11,Please set scroll support items here.,SYSTEM_WARNING,
#Equipment customization related log,,,,
SHOP_ENCHANT_EXPORT,-5213,The export conditions are not met.,SYSTEM_WARNING,
SHOP_ENCHANT_EXPORT,-231,Unidentified products cannot be extracted.,SYSTEM_WARNING,
SHOP_ENCHANT_EXPORT,1,Items without enchantments cannot be extracted.,SYSTEM_WARNING,
SHOP_ENCHANT_EXPORT,2,You cannot use scrolls other than the master scroll.,SYSTEM_WARNING,
#Gem socket porting related log,,,,
SHOP_REPLACE_GEMSOCKET,-1102,Equipped items cannot be transplanted to gem sockets.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4300,The gem socket is not in the transplanted state.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4303,No equipment has been set.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4304,It cannot be transplanted unless it is the same equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4305,The equipment slot is invalid.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4306,The equipment is already set.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4307,Items without sockets cannot be set on equipment B.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4308,The porting material is not set.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4309,The transplant material does not correspond to the grade of the equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-4310,Equipped items cannot be transplanted to gem sockets.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,GENERIC,Gem socket cannot be ported. : <errcode>,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-231,Unidentified items cannot be ported to gem sockets.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,10,Please set the material here.,SYSTEM_WARNING,
#Union related log,,,,
UNION_JOIN,0,I accepted the union invitation and joined %s.,SYSTEM_NOTIFY,
UNION_JOIN,1,I declined the union invitation.,SYSTEM_WARNING,
UNION_JOIN,-1,Failed to join the union.,SYSTEM_WARNING,
UNION_JOIN,-1702,I have already joined the union.,SYSTEM_WARNING,
UNION_JOIN,-1705,The number of invited unions has reached the maximum number of members.,SYSTEM_WARNING,
UNION_JOIN,-1710,Not invited.,SYSTEM_WARNING,
UNION_JOIN,-1713,I declined the union invitation.,SYSTEM_WARNING,
UNION_INVITE,0,%s has joined the union.,SYSTEM_NOTIFY,
UNION_INVITE,10,Invited %s to the union.,SYSTEM_NOTIFY,
UNION_INVITE,100,The union invitation has been accepted.,SYSTEM_NOTIFY,
UNION_INVITE,101,The union invitation was rejected.,SYSTEM_NOTIFY,
UNION_INVITE,102,The union invitation has been cancelled.,SYSTEM_NOTIFY,
UNION_INVITE,200,The union invitation has been cancelled.,SYSTEM_NOTIFY,
UNION_INVITE,-1702,The subject has already joined the union.,SYSTEM_WARNING,
UNION_INVITE,-1703,I am not a member of the union.,SYSTEM_WARNING,
UNION_INVITE,-1705,You have reached the maximum number of people you can belong to.,SYSTEM_WARNING,
UNION_INVITE,-1,The target does not meet the conditions of affiliation.,SYSTEM_WARNING,
UNION_INVITE,-1706,We are already soliciting.,SYSTEM_WARNING,
UNION_INVITE,-1707,It is the limit that can be solicited.,SYSTEM_WARNING,
UNION_INVITE,-1708,This is the limit that the target can solicit.,SYSTEM_WARNING,
UNION_INVITE,-1709,You do not have permission to invite.,SYSTEM_WARNING,
UNION_INVITE,-1710,I haven't invited you.,SYSTEM_WARNING,
UNION_INVITE,-1719,You cannot invite because it has not been 24 hours since you left.,SYSTEM_WARNING,
UNION_CREATE,0,I have created a union.,SYSTEM_NOTIFY,
UNION_CREATE,-1,Set the union name from 2 to 16 double-byte characters.,SYSTEM_WARNING,
UNION_CREATE,-2,The registration fee is insufficient.,SYSTEM_WARNING,
UNION_CREATE,-3,The soul rank is not enough.,SYSTEM_WARNING,
UNION_CREATE,-4,I have already joined the union.,SYSTEM_WARNING,
UNION_CREATE,-1711,The soul rank is not enough.,SYSTEM_WARNING,
UNION_CREATE,-1701,The union name contains characters that cannot be used.,SYSTEM_WARNING,
UNION_CREATE,-1702,I have already joined the union.,SYSTEM_WARNING,
UNION_CREATE,-1704,The union name is already in use.,SYSTEM_WARNING,
UNION_CREATE,-1705,There are not enough people to create a union.,SYSTEM_WARNING,
UNION_CREATE,-1719,It cannot be established until 24 hours have passed since the withdrawal.,SYSTEM_WARNING,
UNION_DROP,0,%s has left the union.,SYSTEM_NOTIFY,
UNION_LEAVE,0,I have withdrawn from%s.,SYSTEM_NOTIFY,
UNION_LEAVE,GENERIC,Failed to withdraw.,SYSTEM_WARNING,
UNION_LEAVE,-1703,I am not a member of the union.,SYSTEM_WARNING,
UNION_EXPEL,0,Excluded %s.,SYSTEM_NOTIFY,
UNION_EXPEL,GENERIC,Failed to remove%s.,SYSTEM_WARNING,
UNION_EXPEL,-1703,I am not a member of the union.,SYSTEM_WARNING,
UNION_EXPELLED,0,Excluded from%s.,SYSTEM_NOTIFY,
UNION_CHANGE_LEADER,0,%s is now a union leader.,SYSTEM_NOTIFY,
UNION_CHANGE_LEADER,-11,It is lost and cannot be changed to a union leader.,SYSTEM_WARNING,
UNION_CHANGE_LEADER,GENERIC,Failed to change the union leader.,SYSTEM_WARNING,
UNION_CHANGE_SUBLEADER,0,%s is now a union subleader.,SYSTEM_NOTIFY,
UNION_CHANGE_SUBLEADER,GENERIC,Failed to change Union Subleader.,SYSTEM_WARNING,
UNION_CHANGE_MEMBER,GENERIC,Failed to change members.,SYSTEM_WARNING,
UNION_CHANGE_MEMBER,0,%s is now a member.,SYSTEM_NOTIFY,
UNION_CHANGE_ROOKIE,GENERIC,Failed to change apprenticeship.,SYSTEM_WARNING,
UNION_CHANGE_ROOKIE,0,%s has become an apprentice.,SYSTEM_NOTIFY,
UNION_DISBAND,0,The union has been disbanded.,SYSTEM_WARNING,
UNION_DISBAND,GENERIC,Failed to dissolve the union.,SYSTEM_NOTIFY,
UNION_DISBAND,1,The union was dissolved due to a shortage of members.,SYSTEM_IMPORTANCE,
UNION_DISBAND,-1703,I am not a member of the union.,SYSTEM_IMPORTANCE,
UNION_MANAGE,GENERIC,Union operation failed.,SYSTEM_WARNING,
UNION_MANAGE,1,Changed permissions for %s.,SYSTEM_NOTIFY,
UNION_MANAGE,2,The permissions have changed.,SYSTEM_NOTIFY,
UNION_INFO,0,Union announcements have changed.,SYSTEM_NOTIFY,
UNION_INFO,GENERIC,Failed to change the notification.,SYSTEM_WARNING,
UNION_INFO,-1709,You do not have permission to change the notification.,SYSTEM_WARNING,
UNION_INFO,-1715,Forbidden words are used.,SYSTEM_WARNING,
UNION_MANTLE_CREATE,0,I set the design of the union cloak.,SYSTEM_WARNING,
UNION_MANTLE_CREATE,-1720,The union cloak design can only be set by a reader.,SYSTEM_WARNING,
UNION_MANTLE_CREATE,-1722,The union level is insufficient.,SYSTEM_WARNING,
UNION_MANTLE_CREATE,GENERIC,Union cloak design settings failed [%d],SYSTEM_WARNING,
UNION_MANTLE_GET,0,I got a union cloak.,SYSTEM_WARNING,
UNION_MANTLE_GET,-1721,The union cloak design has not been set yet.,SYSTEM_WARNING,
UNION_MANTLE_GET,GENERIC,Failed to get Union Cloak [%d],SYSTEM_WARNING,
UNION_MANTLE_GET,-207,There is no space in the inventory,SYSTEM_WARNING,
UNION_MANTLE_GET,-1722,The union level is insufficient.,SYSTEM_WARNING,
UNION_GROWTH,GENERIC,Union growth failed [%d],SYSTEM_WARNING,
UNION_GROWTH,0,Grow the union.,SYSTEM_WARNING,
UNION_GROWTH,-1723,The union level cannot be raised any further.,SYSTEM_WARNING,
UNION_RENAME,0,Changed the union name.,SYSTEM_NOTIFY,
UNION_RENAME,-1,Set the union name from 2 to 16 double-byte characters.,SYSTEM_WARNING,
UNION_RENAME,-1701,The union name contains characters that cannot be used.,SYSTEM_WARNING,
UNION_RENAME,-1704,The union name is already in use.,SYSTEM_WARNING,
UNION_COMMENT,0,I have set a comment.,SYSTEM_NOTIFY,
UNION_COMMENT,GENERIC,Failed to set the comment.,SYSTEM_WARNING,
UNION_COMMENT,-1800,Forbidden words are used.,SYSTEM_WARNING,
UNION_AMENITY,-1724,There are not enough benefit points.,SYSTEM_WARNING,
UNION_AMENITY,-1725,The level required for benefits is insufficient.,SYSTEM_WARNING,
UNION_AMENITY,-1726,The benefit days are incorrect.,SYSTEM_WARNING,
UNION_AMENITY,GENERIC,Failed to grant benefits.,SYSTEM_WARNING,
#Email related logs,,,,
MAIL,-2400,The recipient has reached the email reception limit,SYSTEM_WARNING,
MAIL,-2401,Parcels cannot be sent outside the city,SYSTEM_WARNING,
MAIL,-2402,Items cannot be sent in the soul state,SYSTEM_WARNING,
MAIL,-2403,Unread emails and emails that have not been sent cannot be discarded,SYSTEM_WARNING,
MAIL,-2404,Unread emails and emails that have not been sent cannot be discarded,SYSTEM_WARNING,
MAIL,-2405,Protected emails cannot be discarded,SYSTEM_WARNING,
MAIL,-2406,You can't pick it up outside the city,SYSTEM_WARNING,
MAIL,-1,You can't pick it up outside the city,SYSTEM_WARNING,
MAIL,-2,You cannot send blank emails,SYSTEM_WARNING,
MAIL,-20,It's a soul name that doesn't exist,SYSTEM_WARNING,
MAIL,-1606,Insufficient money,SYSTEM_WARNING,
MAIL,-3,No destination has been entered,SYSTEM_WARNING,
MAIL,-4,Can't send to myself,SYSTEM_WARNING,
MAIL,-5,Items on sale at stalls cannot be sent,SYSTEM_WARNING,
MAIL,-2410,Can't send to myself,SYSTEM_WARNING,
MAIL,-900,There is no space in the inventory,SYSTEM_WARNING,
MAIL,-207,There is no space in the inventory,SYSTEM_WARNING,
MAIL,-553,I have a lot of money,SYSTEM_WARNING,
MAIL,-2411,Cannot be received in soul state,SYSTEM_WARNING,
MAIL,-2412,You cannot send money in the soul state,SYSTEM_WARNING,
MAIL,1,I have unread emails.,SYSTEM_WARNING,
MAIL,2,There are no emails that can be discarded,SYSTEM_WARNING,
MAIL,3,There are %d emails that have not been received. Please organize your incoming emails,SYSTEM_WARNING,
MAIL,-2414,The subject contains prohibited words,SYSTEM_WARNING,
MAIL,-2415,The text contains prohibited words,SYSTEM_WARNING,
MAIL,-2417,"I received an email"","" but the number of emails I received has reached the upper limit. Please organize your incoming emails",SYSTEM_WARNING,
MAIL,-3002,You cannot create a new parcel during the event.,SYSTEM_WARNING,
MAIL,GENERIC,Failed to send email,SYSTEM_WARNING,
#Friend relationship log,,,,
FRIEND_REGIST,10,I applied for friend registration to %s.,SYSTEM_NOTIFY,
FRIEND_REGIST,20,I refused to register as a friend.,SYSTEM_NOTIFY,
FRIEND_REGIST,2,Friend registration has been cancelled.,SYSTEM_NOTIFY,
FRIEND_REGIST,1,Friend registration was not accepted.,SYSTEM_NOTIFY,
FRIEND_REGIST,0,%s has been registered as a friend.,SYSTEM_NOTIFY,
FRIEND_REGIST,200,%s friend registration has been accepted and registered.,SYSTEM_WARNING,
FRIEND_REGIST,201,%s refused to register as a friend.,SYSTEM_WARNING,
FRIEND_REGIST,202,Failed to register as a friend.,SYSTEM_WARNING,
FRIEND_REGIST,-2101,%s is already registered as a friend.,SYSTEM_WARNING,
FRIEND_REGIST,-2102,I am requesting another person to register as a friend. Please apply again after receiving the answer.,SYSTEM_WARNING,
FRIEND_REGIST,-2103,There is no space in the friends list.,SYSTEM_WARNING,
FRIEND_REGIST,-2104,There is no space in the friend list of the other party.,SYSTEM_WARNING,
FRIEND_REGIST,-2105,The other person is registering as a friend with another person. Please apply again after a while.,SYSTEM_WARNING,
FRIEND_REGIST,-2106,%s refused to register as a friend.,SYSTEM_WARNING,
FRIEND_REGIST,-2108,We are currently requesting%s to register as a friend.,SYSTEM_WARNING,
FRIEND_REGIST,GENERIC,Failed to register as a friend,SYSTEM_WARNING,
FRIEND_DELETE,-1,The friend could not be deleted.,SYSTEM_NOTIFY,
FRIEND_DELETE,0,%s has been removed from the friends list.,SYSTEM_IMPORTANCE,
FRIEND_DELETE,1,the %s soul has been deleted and has been removed from the friends list.,SYSTEM_IMPORTANCE,
FRIEND_ONLINESTATE,0,%s is online.,SYSTEM_NOTIFY,
#Deny list related logs,,,,
REFUSAL_LIST,0,%s has been added to the deny list.,SYSTEM_NOTIFY,
REFUSAL_LIST,1,Removed %s from the deny list.,SYSTEM_NOTIFY,
REFUSAL_LIST,2,the %s soul has been removed and has been removed from the deny list.,SYSTEM_IMPORTANCE,
REFUSAL_LIST,-1,The operation is invalid.,SYSTEM_WARNING,
REFUSAL_LIST,-20,It is a soul name that does not exist.,SYSTEM_WARNING,
REFUSAL_LIST,-2201,It is the target registered in the rejection list.,SYSTEM_WARNING,
REFUSAL_LIST,-2202,It is registered in the other party's rejection list.,SYSTEM_WARNING,
REFUSAL_LIST,-2203,It is a soul name that does not exist.,SYSTEM_WARNING,
REFUSAL_LIST,-2204,The deny list is full.,SYSTEM_WARNING,
REFUSAL_LIST,-2205,It is a soul name that has already been registered.,SYSTEM_WARNING,
REFUSAL_LIST,-2206,You cannot register yourself.,SYSTEM_WARNING,
REFUSAL_LIST,-2207,It is a soul name that does not exist.,SYSTEM_WARNING,
REFUSAL_LIST,-2208,Party members cannot be on the deny list,SYSTEM_WARNING,
REFUSAL_LIST,GENERIC,Failed to register the deny list,SYSTEM_WARNING,
# Street stall,,,,
STALL,1,Nothing is listed,SYSTEM_WARNING,
STALL,2,It is an item that has been exhibited,SYSTEM_WARNING,
STALL,3,Items that are equipped cannot be listed,SYSTEM_WARNING,
STALL,4,Unidentified items cannot be listed,SYSTEM_WARNING,
STALL,5,Sold %3%d pieces of %2%s to %1%s,SYSTEM_WARNING,
STALL,6,Opened a store,SYSTEM_WARNING,
STALL,7,The store has been closed,SYSTEM_WARNING,
STALL,8,You have reached the limit of the listing limit,SYSTEM_WARNING,
STALL,9,The item for sale was stolen,SYSTEM_WARNING,
STALL,10,Insufficient stock,SYSTEM_WARNING,
STALL,11,The item is sold out,SYSTEM_WARNING,
STALL,12,Insufficient money,SYSTEM_WARNING,
STALL,13,There is no space in the inventory,SYSTEM_WARNING,
STALL,14,The store name is not set,SYSTEM_WARNING,
STALL,15,Bags in use cannot be listed,SYSTEM_WARNING,
STALL,16,You cannot open a store in the soul state,SYSTEM_WARNING,
STALL,17,Failed to open a stall,SYSTEM_WARNING,
STALL,18,Items that cannot be listed at stalls,SYSTEM_WARNING,
STALL,19,Items listed at stalls cannot be equipped,SYSTEM_WARNING,
STALL,20,The purchase limit has been exceeded,SYSTEM_WARNING,
STALL,21,Items cannot be used during the stalls.,SYSTEM_WARNING,
STALL,22,No more listings are possible.,SYSTEM_WARNING,
STALL,23,I failed to purchase a stall.,SYSTEM_WARNING,
STALL,24,Items being sent by email cannot be listed,SYSTEM_WARNING,
STALL,25,Items in the Avatar Inventory cannot be listed.,SYSTEM_WARNING,
STALL,26,Items registered in the stall cannot be moved to the avatar inventory.,SYSTEM_WARNING,
STALL,27,Items in the temporary inventory cannot be listed.,SYSTEM_WARNING,
STALL,-1600,It exceeds the maximum value of the stall amount,SYSTEM_WARNING,
STALL,-1601,It is in a state where stall transactions are not possible,SYSTEM_WARNING,
STALL,-1602,There are no characters open,SYSTEM_WARNING,
STALL,-1603,It is an item that does not exist,SYSTEM_WARNING,
STALL,-1604,The number of items is invalid,SYSTEM_WARNING,
STALL,-1605,There is no space in the inventory,SYSTEM_WARNING,
STALL,-1606,Insufficient money,SYSTEM_WARNING,
STALL,-1607,It is not possible to open stalls at this location.,SYSTEM_WARNING,
STALL,-1608,There is a problem with this item,SYSTEM_WARNING,
STALL,-1609,There is not enough space to open a stall.,SYSTEM_WARNING,
STALL,-1701,The stall name is incorrect,SYSTEM_WARNING,
STALL,-215,It is not your property.,SYSTEM_WARNING,
STALL,-3002,You cannot buy or sell at stalls during the event.,SYSTEM_WARNING,
STALL,GENERIC,Street stall error,SYSTEM_WARNING,
#Gem,,,,
GEM,-1103,Equipment is not set,SYSTEM_WARNING,
GEM,-2300,Not in a gem state,SYSTEM_WARNING,
GEM,-2301,Socket is not free,SYSTEM_WARNING,
GEM,-2302,Different types of sockets and gems,SYSTEM_WARNING,
GEM,-2303,Not a gem,SYSTEM_WARNING,
GEM,-2304,Not a piece of gem,SYSTEM_WARNING,
GEM,-2305,Not enough gem shards,SYSTEM_WARNING,
GEM,-2306,Different types of gem shards,SYSTEM_WARNING,
GEM,-2307,Already set,SYSTEM_WARNING,
GEM,-2308,Jam shard slot is incorrect,SYSTEM_WARNING,
GEM,-2309,This item cannot be used for compositing,SYSTEM_WARNING,
GEM,-2310,Not enough synthetic gems,SYSTEM_WARNING,
GEM,-2311,Not from synthetic materials,SYSTEM_WARNING,
GEM,-2312,There is no synthetic material,SYSTEM_WARNING,
GEM,-2313,The synthesis source gem slot is invalid,SYSTEM_WARNING,
GEM,-2314,Synthesis failed,SYSTEM_WARNING,
GEM,-2315,No gems,SYSTEM_WARNING,
GEM,-2320,Extraction failed,SYSTEM_WARNING,
GEM,-2321,Items that cannot be used for extraction,SYSTEM_WARNING,
GEM,-2322,There are no extracted items,SYSTEM_WARNING,
GEM,-2323,Extracted items do not have decorative gems,SYSTEM_WARNING,
GEM,-2324,Not an extract material,SYSTEM_WARNING,
GEM,-2325,It is an item that does not fit the extraction,SYSTEM_WARNING,
GEM,-2326,The extraction source gem slot is invalid,SYSTEM_WARNING,
GEM,-700,I don't have enough money.,SYSTEM_WARNING,
GEM,-207,There is no space in the inventory.,SYSTEM_WARNING,
GEM,-201,Gem cannot be installed in the warehouse.,SYSTEM_WARNING,
GEM,200,The corresponding gem can only be used on the specified part.,SYSTEM_WARNING,
GEM,201,"When this composition is performed"","" there are no usable equipment parts.",SYSTEM_WARNING,
#title,,,,
HONOR,0,"Equipped with the title of """"""%s""""""",SYSTEM_NOTIFY,
HONOR,GENERIC,Failed to equip the title,SYSTEM_WARNING,
HONOR,2,You cannot change the equipment of the title while it is lost.,SYSTEM_WARNING,
#Lost resurrection,,,,
REVIVE LOST,GENERIC,Resurrection processing failed (ErrCode:%d),SYSTEM_WARNING,
REVIVE LOST,-1,General purpose resurrection failure error,SYSTEM_WARNING,
REVIVE LOST,-700,Not enough RG,SYSTEM_WARNING,
#Job change related,,,,
JOBCHANGE,GENERIC,Unknown job change error,SYSTEM_WARNING,
JOBCHANGE,-1,I failed to change jobs.,SYSTEM_WARNING,
JOBCHANGE,-2501,I don't have a job change certificate.,SYSTEM_WARNING,
JOBCHANGE,-2502,There are not enough parameters required to change jobs.,SYSTEM_WARNING,
JOBCHANGE,-2503,It does not meet the alignment required for changing jobs.,SYSTEM_WARNING,
JOBCHANGE,-2504,The parameters assigned to the job change are incorrect.,SYSTEM_WARNING,
JOBCHANGE,-2505,The total skill level to be inherited exceeds the total inheritable level.,SYSTEM_WARNING,
JOBCHANGE,-2506,I cannot change jobs because I am in the same occupation.,SYSTEM_WARNING,
JOBCHANGE,-2507,You cannot change jobs because you are equipped with a cursed item.,SYSTEM_WARNING,
